rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,kepid_str,kepname,invrprs_bin_index,invrprs_bin_edges,rprs_bin_edges
2696,8494142,K00370.01,Kepler-145 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,42.88247951,8.066e-05,-8.066e-05,203.6483,0.00141,-0.00141,2455036.648,0.00141,-0.00141,0.0,,,,,,0.391,0.034,-0.378,9.7471,0.0554,-0.0554,,,,408.9,4.0,-4.0,0.018777,0.00174,-0.000245,0.32522,0.08581,-0.07034,LS+MCMC,3.61,0.25,-0.16,0.2578,,,89.29,,,709.0,,,59.6,12.71,-9.19,31.62,8.3,-8.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3052,0.3236,q1_q17_dr25_koi,16.804392,68.83558,112.2,2,33.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3974,Mandel and Agol (2002 ApJ 580 171),,,008/008494/008494142/dv/kplr008494142-20160209194854_dvr.pdf,008/008494/008494142/dv/kplr008494142-001-20160209194854_dvs.pdf,6143.0,97.0,-110.0,4.039,0.03,-0.03,0.12,0.1,-0.1,1.763,0.119,-0.082,1.24,0.128,-0.064,,,,q1_q17_dr25_stellar,291.38776,44.52911,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,0.618,19.4258519,3.1e-06,44.529083,3.7e-05,0.02,0.12,-0.1,0.13,2e-05,4.9e-05,-2.3e-05,5.5e-05,0.13,0.25,0.16,0.21,0.21,0.28,0.16,0.23,-0.01,0.2,0.16,0.23,kplr008494142,Kepler-145c,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
2700,6471021,K00372.01,Kepler-539 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.006,0,0,0,0,q1_q17_dr25_sup_koi,INCONSISTENT_TRANS,125.6291479,0.0002405,-0.0002405,253.35079,0.00143,-0.00143,2455086.351,0.00143,-0.00143,0.0,,,,,,0.471,0.084,-0.261,9.108,0.103,-0.103,,,,7841.6,61.1,-61.1,0.082594,7.6e-05,-0.002247,1.29955,0.39943,-0.51014,LS+MCMC,10.02,1.47,-1.33,0.4865,,,89.74,,,388.0,,,5.35,2.03,-1.56,102.7,31.6,-31.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,94.528404,104.77356,150.4,1,11.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),,,006/006471/006471021/dv/kplr006471021-20160209194854_dvr.pdf,006/006471/006471021/dv/kplr006471021-001-20160209194854_dvs.pdf,5819.0,69.0,-87.0,4.334,0.132,-0.108,-0.02,0.15,-0.15,1.111,0.163,-0.148,0.972,0.073,-0.051,,,,q1_q17_dr25_stellar,299.12244,41.86676,12.391,12.818,12.352,12.208,12.165,11.294,10.964,10.915,0.0,19.94149627,5.2e-07,41.8668226,5.3e-06,-0.017,0.021,0.225,0.019,-0.00048,0.00069,0.00075,0.00091,-0.081,0.09,0.011,0.078,0.082,0.09,-0.156,0.096,0.083,0.078,0.18,0.1,kplr006471021,Kepler-539b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
2711,6196457,K00285.02,Kepler-92 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.976,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.723169,7.883e-05,-7.883e-05,147.93696,0.00232,-0.00232,2454980.937,0.00232,-0.00232,0.0,,,,,,0.035,0.374,-0.035,8.501,0.0688,-0.0688,,,,195.0,3.1,-3.1,0.012689,0.000304,-0.000145,0.38065,0.00023,-0.12626,LS+MCMC,2.31,0.17,-0.11,0.1829,,,89.92,,,781.0,,,88.1,19.75,-12.7,24.3117,0.0147,-0.0147,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,9.11644,39.584602,67.5,3,51.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.079,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-002-20160209194854_dvs.pdf,5862.0,97.0,-80.0,4.05,0.033,-0.027,0.16,0.15,-0.1,1.67,0.118,-0.082,1.142,0.16,-0.053,,,,q1_q17_dr25_stellar,289.08606,41.562958,11.565,12.481,11.679,,,10.747,10.47,10.403,0.011,19.2724136,4.8e-06,41.563064,4.5e-05,0.4,0.19,0.38,0.16,-6e-05,3.9e-05,-3.2e-05,3.3e-05,-0.14,0.26,-0.53,0.46,0.54,0.49,-0.03,0.27,-0.44,0.48,0.44,0.49,kplr006196457,Kepler-92c,19,"(78, 93)","(0.010752688172043012, 0.01282051282051282)"
2713,7419318,K00313.01,Kepler-137 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.73577127,2.211e-05,-2.211e-05,177.634372,0.000931,-0.000931,2455010.634,0.000931,-0.000931,0.0,,,,,,0.785,0.059,-0.544,3.0356,0.0357,-0.0357,,,,567.2,7.7,-7.7,0.024162,2e-05,-0.002357,1.60704,3.73134,-0.19113,LS+MCMC,2.1,0.14,-0.12,0.1289,,,88.55,,,568.0,,,24.66,5.7,-4.29,31.0,14.4,-14.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,16.081392,70.01182,81.8,2,73.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3123,Mandel and Agol (2002 ApJ 580 171),,,007/007419/007419318/dv/kplr007419318-20160209194854_dvr.pdf,007/007419/007419318/dv/kplr007419318-001-20160209194854_dvs.pdf,5188.0,103.0,-103.0,4.547,0.04,-0.05,-0.04,0.15,-0.15,0.795,0.053,-0.043,0.814,0.046,-0.046,,,,q1_q17_dr25_stellar,282.13553,43.039101,12.99,13.582,12.918,12.736,12.653,11.65,11.229,11.165,0.734,18.8090294,4.3e-06,43.039182,4.4e-05,-0.26,0.17,0.29,0.16,3.2e-05,9.6e-05,-3e-05,9.1e-05,-0.07,0.14,0.03,0.16,0.08,0.17,-0.01,0.14,0.21,0.15,0.21,0.15,kplr007419318,Kepler-137c,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2714,7419318,K00313.02,Kepler-137 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.43639829,1.086e-05,-1.086e-05,179.88704,0.00103,-0.00103,2455012.887,0.00103,-0.00103,0.0,,,,,,0.51,0.027,-0.415,3.2451,0.0345,-0.0345,,,,345.5,5.1,-5.1,0.017275,0.001681,-0.000554,1.42401,0.61936,-0.78736,LS+MCMC,1.5,0.1,-0.08,0.0757,,,88.33,,,742.0,,,71.51,16.51,-12.46,17.5,7.6,-7.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,8.960389,61.167633,76.8,2,156.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0241,Mandel and Agol (2002 ApJ 580 171),,,007/007419/007419318/dv/kplr007419318-20160209194854_dvr.pdf,007/007419/007419318/dv/kplr007419318-002-20160209194854_dvs.pdf,5188.0,103.0,-103.0,4.547,0.04,-0.05,-0.04,0.15,-0.15,0.795,0.053,-0.043,0.814,0.046,-0.046,,,,q1_q17_dr25_stellar,282.13553,43.039101,12.99,13.582,12.918,12.736,12.653,11.65,11.229,11.165,0.743,18.8090282,4.7e-06,43.039164,4.8e-05,-0.31,0.19,0.23,0.17,3.5e-05,6.3e-05,3e-06,5.9e-05,0.02,0.13,0.01,0.14,0.02,0.13,0.07,0.15,0.27,0.17,0.28,0.16,kplr007419318,Kepler-137b,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
2715,7603200,K00314.01,Kepler-138 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.78109471,1.027e-05,-1.027e-05,177.852785,0.00057,-0.00057,2455010.853,0.00057,-0.00057,0.0,,,,,,0.545,0.08,-0.406,2.3188,0.0267,-0.0267,,,,756.0,7.8,-7.8,0.025926,0.002202,-0.000732,6.11908,3.79996,-0.85389,LS+MCMC,1.42,0.09,-0.13,0.0896,,,89.21,,,402.0,,,6.17,1.39,-1.55,39.5,12.3,-12.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3719,0.3402,q1_q17_dr25_koi,22.382406,112.699356,112.8,3,98.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1373,Mandel and Agol (2002 ApJ 580 171),,,007/007603/007603200/dv/kplr007603200-20160209194854_dvr.pdf,007/007603/007603200/dv/kplr007603200-001-20160209194854_dvs.pdf,3846.0,77.0,-84.0,4.738,0.052,-0.024,-0.24,0.15,-0.15,0.503,0.032,-0.048,0.505,0.036,-0.04,,,,q1_q17_dr25_stellar,290.3815,43.292988,12.925,14.014,12.893,12.457,,10.293,9.68,9.506,0.058,19.3587685,2.6e-06,43.293033,2.7e-05,0.04,0.1,0.162,0.098,-8.1e-05,7.6e-05,6.7e-05,7.4e-05,-0.024,0.085,-0.05,0.11,0.06,0.1,-0.187,0.09,0.12,0.12,0.22,0.11,kplr007603200,Kepler-138c,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2716,7603200,K00314.02,Kepler-138 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.08902241,2.414e-05,-2.414e-05,171.007634,0.000811,-0.000811,2455004.008,0.000811,-0.000811,0.0,,,,,,0.32,0.1,-0.32,1.7012,0.0301,-0.0301,,,,598.3,11.7,-11.7,0.022578,0.000327,-0.000471,36.24543,7.28633,-7.44004,LS+MCMC,1.24,0.08,-0.12,0.1264,,,89.82,,,338.0,,,3.1,0.7,-0.78,100.7,20.2,-20.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3719,0.3402,q1_q17_dr25_koi,14.174405,59.542366,57.4,3,55.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9996,Mandel and Agol (2002 ApJ 580 171),,,007/007603/007603200/dv/kplr007603200-20160209194854_dvr.pdf,007/007603/007603200/dv/kplr007603200-002-20160209194854_dvs.pdf,3846.0,77.0,-84.0,4.738,0.052,-0.024,-0.24,0.15,-0.15,0.503,0.032,-0.048,0.505,0.036,-0.04,,,,q1_q17_dr25_stellar,290.3815,43.292988,12.925,14.014,12.893,12.457,,10.293,9.68,9.506,0.352,19.3587643,5.1e-06,43.293021,5.3e-05,-0.13,0.2,0.12,0.19,3e-05,0.00013,8e-05,0.00012,0.05,0.15,-0.11,0.13,0.12,0.12,-0.1,0.14,0.04,0.1,0.11,0.13,kplr007603200,Kepler-138d,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2718,7364176,K00373.01,Kepler-1718 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,135.1879934,0.000317,-0.000317,190.93292,0.002,-0.002,2455023.933,0.002,-0.002,0.0,,,,,,0.023,0.334,-0.023,8.8191,0.0656,-0.0656,,,,663.4,8.9,-8.9,0.023453,0.000441,-0.000185,1.78074,0.00807,-0.43662,LS+MCMC,2.32,0.31,-0.2,0.4878,,,89.99,,,345.0,,,3.33,1.25,-0.78,119.823,0.543,-0.543,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3728,q1_q17_dr25_koi,25.58086,62.985138,85.8,1,10.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8197,Mandel and Agol (2002 ApJ 580 171),,,007/007364/007364176/dv/kplr007364176-20160209194854_dvr.pdf,007/007364/007364176/dv/kplr007364176-001-20160209194854_dvs.pdf,5731.0,103.0,-115.0,4.451,0.095,-0.095,-0.32,0.15,-0.15,0.906,0.119,-0.08,0.846,0.065,-0.049,,,,q1_q17_dr25_stellar,292.23492,42.909458,12.765,13.167,12.733,12.593,12.543,11.68,11.373,11.316,0.58,19.4823318,4.5e-06,42.909479,4.5e-05,0.1,0.18,0.07,0.16,-9e-05,0.00012,-2e-05,0.00011,-0.12,0.16,0.07,0.23,0.14,0.22,-0.09,0.15,0.14,0.2,0.16,0.22,kplr007364176,Kepler-1718b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2719,8686097,K00374.01,Kepler-540 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,172.7046083,0.0004753,-0.0004753,236.92574,0.0019,-0.0019,2455069.926,0.0019,-0.0019,0.0,,,,,,0.004,0.383,-0.004,11.347,0.0738,-0.0738,,,,659.1,8.0,-8.0,0.023415,0.000463,-0.000189,1.06872,0.01577,-0.24638,LS+MCMC,2.85,0.45,-0.44,0.5886,,,90.0,,,355.0,,,3.77,1.65,-1.3,119.0,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,q1_q17_dr25_koi,33.22958,79.35192,92.9,1,8.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8915,Mandel and Agol (2002 ApJ 580 171),,,008/008686/008686097/dv/kplr008686097-20160209194854_dvr.pdf,008/008686/008686097/dv/kplr008686097-001-20160209194854_dvs.pdf,5851.0,105.0,-117.0,4.302,0.156,-0.104,-0.22,0.15,-0.15,1.116,0.175,-0.175,0.91,0.073,-0.06,,,,q1_q17_dr25_stellar,290.62524,44.873959,12.209,12.598,12.17,12.043,12.019,11.167,10.86,10.81,0.0,19.3749951,5.3e-06,44.873956,5.3e-05,-0.83,0.2,-0.01,0.19,0.00024,0.00013,-0.00026,0.00013,-0.15,0.25,0.3,0.18,0.33,0.26,-0.6,0.35,-0.08,0.21,0.6,0.34,kplr008686097,Kepler-540b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2720,12356617,K00375.01,Kepler-1704 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,988.8811177,0.0009114,-0.0009114,239.224189,0.000601,-0.000601,2455072.224,0.000601,-0.000601,0.0,,,,,,0.1667,0.1675,-0.1667,5.9504,0.0444,-0.0444,,,,5060.0,38.9,-38.9,0.063925,0.000849,-0.00061,45.9275,2.42297,-7.0606,MCMC,10.81,2.66,-2.05,2.0091,,,89.95,,,223.0,,,0.58,0.4,-0.23,1334.0,70.4,-70.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.258,0.4164,q1_q16_koi,,,136.4,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5755.0,112.0,-112.0,4.101,0.145,-0.129,0.24,0.14,-0.14,1.549,0.381,-0.294,1.105,0.178,-0.107,,,,stellar_q1_q16,291.2012,51.144279,13.293,13.718,13.22,13.111,13.028,12.138,11.842,11.792,,,,,,,,,,,,,,,,,,,,,,,,,,kplr012356617,Kepler-1704b,10,"(15, 18)","(0.05555555555555555, 0.06666666666666667)"
2723,3323887,K00377.01,Kepler-9 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---MOD_NONUNIQ_DV---MOD_NONUNIQ_ALT,19.270825843,4.182e-06,-4.182e-06,182.5436,0.000171,-0.000171,2455015.544,0.000171,-0.000171,0.0,,,,,,0.169,0.059,-0.169,4.1281,0.0135,-0.0135,,,,6660.5,13.0,-13.0,0.074186,0.00022,-0.000348,2.75959,0.12205,-0.14986,LS+MCMC,7.74,1.2,-0.42,0.1423,,,89.74,,,661.0,,,45.05,19.36,-8.27,37.84,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,65.82921,135.69907,577.1,3,67.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5302,Mandel and Agol (2002 ApJ 580 171),,,003/003323/003323887/dv/kplr003323887-20160209194854_dvr.pdf,003/003323/003323887/dv/kplr003323887-002-20160209194854_dvs.pdf,5779.0,104.0,-127.0,4.491,0.03,-0.128,0.12,0.15,-0.15,0.956,0.147,-0.053,1.034,0.058,-0.08,,,,q1_q17_dr25_stellar,285.57397,38.400902,13.803,14.247,13.731,13.613,13.581,12.71,12.391,12.337,0.719,19.0382682,9.3e-06,38.40084,0.00012,0.15,0.39,-0.22,0.43,-6e-05,0.00012,-2e-05,0.00014,0.0,2.3,0.0,1.8,0.0,1.9,0.1,2.3,0.1,1.8,0.2,2.3,kplr003323887,Kepler-9b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
2735,7700622,K00315.01,Kepler-1716 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,35.58349688,4.626e-05,-4.626e-05,189.03562,0.001,-0.001,2455022.036,0.001,-0.001,0.0,,,,,,0.001,0.416,-0.001,3.9885,0.0372,-0.0372,,,,937.6,11.8,-11.8,0.027158,0.000818,-0.000265,5.12631,0.04432,-1.94257,LS+MCMC,2.03,0.12,-0.09,0.1916,,,90.0,,,408.0,,,6.54,1.41,-1.04,70.008,0.605,-0.605,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1646,0.5508,q1_q17_dr25_koi,21.425158,73.591385,90.8,1,39.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7341,Mandel and Agol (2002 ApJ 580 171),,,007/007700/007700622/dv/kplr007700622-20160209194854_dvr.pdf,007/007700/007700622/dv/kplr007700622-001-20160209194854_dvs.pdf,4894.0,97.0,-97.0,4.637,0.015,-0.042,-0.24,0.15,-0.15,0.684,0.041,-0.031,0.753,0.032,-0.059,,,,q1_q17_dr25_stellar,297.27188,43.333309,12.968,13.758,12.904,12.63,12.464,11.429,10.897,10.813,0.58,19.8181146,2.2e-06,43.333124,2.6e-05,-0.446,0.088,-0.669,0.092,4.7e-05,8.7e-05,-3.1e-05,9.4e-05,0.09,0.13,0.09,0.11,0.13,0.11,-0.23,0.13,-0.57,0.11,0.61,0.11,kplr007700622,Kepler-1716b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2736,8008067,K00316.01,Kepler-139 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,15.77111067,1.641e-05,-1.641e-05,184.90347,0.000816,-0.000816,2455017.903,0.000816,-0.000816,0.0,,,,,,0.009,0.36,-0.009,5.0574,0.0301,-0.0301,,,,547.1,4.8,-4.8,0.021029,0.000394,-0.000152,1.09537,0.00121,-0.29152,LS+MCMC,2.62,0.4,-0.31,0.1242,,,89.98,,,752.0,,,75.61,32.12,-21.78,24.33,0.0269,-0.0269,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2193,0.4785,q1_q17_dr25_koi,16.009178,89.637184,123.2,3,87.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2141,Mandel and Agol (2002 ApJ 580 171),,,008/008008/008008067/dv/kplr008008067-20160209194854_dvr.pdf,008/008008/008008067/dv/kplr008008067-001-20160209194854_dvs.pdf,5620.0,100.0,-112.0,4.333,0.115,-0.115,0.34,0.1,-0.15,1.143,0.174,-0.139,1.025,0.063,-0.063,,,,q1_q17_dr25_stellar,282.39194,43.889351,12.701,13.186,12.631,12.494,12.455,11.53,11.222,11.167,0.0,18.8261232,2.1e-06,43.888936,3.5e-05,-0.266,0.081,-1.49,0.13,-2.1e-05,4.4e-05,-0.000802,6.9e-05,0.74,0.27,1.96,0.83,2.09,0.86,0.25,0.16,0.21,0.092,0.33,0.14,kplr008008067,Kepler-139b,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
2737,8008067,K00316.02,Kepler-139 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,157.0659976,0.0006468,-0.0006468,481.26942,0.00257,-0.00257,2455314.269,0.00257,-0.00257,0.0,,,,,,0.004,0.415,-0.004,8.1289,0.0986,-0.0986,,,,551.4,10.8,-10.8,0.021105,0.000613,-0.000292,2.62563,0.03886,-0.84215,LS+MCMC,2.63,0.41,-0.32,0.5749,,,90.0,,,350.0,,,3.53,1.5,-1.02,150.72,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2193,0.4785,q1_q17_dr25_koi,16.240528,34.23117,50.9,3,9.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.37,Mandel and Agol (2002 ApJ 580 171),,,008/008008/008008067/dv/kplr008008067-20160209194854_dvr.pdf,008/008008/008008067/dv/kplr008008067-002-20160209194854_dvs.pdf,5620.0,100.0,-112.0,4.333,0.115,-0.115,0.34,0.1,-0.15,1.143,0.174,-0.139,1.025,0.063,-0.063,,,,q1_q17_dr25_stellar,282.39194,43.889351,12.701,13.186,12.631,12.494,12.455,11.53,11.222,11.167,0.0,18.8261437,5.4e-06,43.888994,9.8e-05,0.53,0.21,-1.28,0.35,-0.00046,0.00012,-0.00093,0.0002,0.76,0.52,2.3,1.4,2.5,1.3,0.02,0.26,0.13,0.17,0.13,0.17,kplr008008067,Kepler-139c,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
2739,3323887,K00377.02,Kepler-9 c,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,38.90787517,1.358e-05,-1.358e-05,175.425847,0.000277,-0.000277,2455008.426,0.000277,-0.000277,0.0,,,,,,0.6883,0.0228,-0.029,4.5271,0.0354,-0.0354,,,,6159.1,18.3,-18.3,0.076413,0.000622,-0.000646,2.00529,0.20784,-0.18791,MCMC,7.98,1.53,-0.42,0.2273,,,89.38,,,523.0,,,17.66,9.42,-3.16,54.34,5.6,-5.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2623,0.4089,q1_q16_koi,,,366.1,3,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5779.0,110.0,-128.0,4.491,0.03,-0.16,0.12,0.1,-0.14,0.956,0.184,-0.05,1.034,0.059,-0.077,,,,stellar_q1_q16,285.57397,38.400902,13.803,14.247,13.731,13.613,13.581,12.71,12.391,12.337,,,,,,,,,,,,,,,,,,,,,,,,,,kplr003323887,Kepler-9c,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
2756,8121310,K00317.01,Kepler-521 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.20809549,4.141e-05,-4.141e-05,206.35965,0.00135,-0.00135,2455039.36,0.00135,-0.00135,0.0,,,,,,0.017,0.308,-0.017,7.3327,0.0449,-0.0449,,,,463.2,5.4,-5.4,0.019714,0.000289,-0.000124,0.50398,0.00171,-0.11563,LS+MCMC,3.02,0.53,-0.28,0.1699,,,89.96,,,803.0,,,98.36,47.29,-24.5,23.5971,0.0801,-0.0801,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3016,0.3403,q1_q17_dr25_koi,11.958813,53.278522,92.7,2,58.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8971,Mandel and Agol (2002 ApJ 580 171),,,008/008121/008121310/dv/kplr008121310-20160209194854_dvr.pdf,008/008121/008121310/dv/kplr008121310-001-20160209194854_dvs.pdf,6336.0,113.0,-139.0,4.266,0.063,-0.117,0.34,0.1,-0.15,1.403,0.245,-0.132,1.324,0.092,-0.084,,,,q1_q17_dr25_stellar,298.81638,43.998039,12.885,13.199,12.852,12.751,12.734,11.915,11.745,11.67,0.032,19.9210938,4.5e-06,43.998007,4.3e-05,0.07,0.17,-0.12,0.15,-5.8e-05,8e-05,8.5e-05,7.1e-05,0.4,0.23,0.35,0.17,0.53,0.23,0.45,0.24,0.36,0.17,0.58,0.25,kplr008121310,Kepler-521b,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
