rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,kepid_str,kepname,invrprs_bin_index,invrprs_bin_edges,rprs_bin_edges
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,31.33046135,3.977e-05,-3.977e-05,153.43031,0.00103,-0.00103,2454986.43,0.00103,-0.00103,0.0,,,,,,0.798,0.021,-0.043,5.176,0.102,-0.102,,,,5073.8,48.4,-48.4,0.072904,0.000828,-0.002069,0.70448,0.1695,-0.12164,LS+MCMC,6.5,0.64,-0.23,0.1898,,,88.62,,,481.0,,,12.61,3.84,-1.79,33.19,8.0,-8.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,23.140947,110.02644,117.2,5,46.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4851,Mandel and Agol (2002 ApJ 580 171),,,005/005792/005792202/dv/kplr005792202-20160209194854_dvr.pdf,005/005792/005792202/dv/kplr005792202-001-20160209194854_dvs.pdf,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,,,,q1_q17_dr25_stellar,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118,0.0,19.4824496,2.7e-06,41.085864,2.9e-05,-0.05,0.11,-0.06,0.1,0.00168,0.00088,0.0026,0.001,-0.25,0.1,-0.379,0.098,0.45,0.11,-0.081,0.079,-0.016,0.082,0.082,0.078,kplr005792202,Kepler-27c,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.65369415,1.748e-05,-1.748e-05,171.376107,0.000603,-0.000603,2455004.376,0.000603,-0.000603,0.0,,,,,,0.008,0.169,-0.008,8.2183,0.021,-0.021,,,,3341.8,13.2,-13.2,0.05219,0.000266,-9.8e-05,0.41907,0.00194,-0.02856,LS+MCMC,7.89,1.38,-1.52,0.1658,,,89.98,,,731.0,,,67.65,33.37,-26.59,23.142,0.107,-0.107,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,33.295635,188.42673,266.3,5,57.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6436,Mandel and Agol (2002 ApJ 580 171),,,005/005436/005436502/dv/kplr005436502-20160209194854_dvr.pdf,005/005436/005436502/dv/kplr005436502-001-20160209194854_dvs.pdf,5739.0,114.0,-103.0,4.191,0.162,-0.108,0.3,0.1,-0.15,1.384,0.242,-0.266,1.083,0.1,-0.075,,,,q1_q17_dr25_stellar,287.89713,40.637821,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.032,19.1931416,1.3e-06,40.637849,1.4e-05,0.037,0.054,0.106,0.049,-6e-05,0.00025,-0.00023,0.00027,0.007,0.076,0.019,0.086,0.02,0.085,-0.034,0.078,0.061,0.094,0.07,0.09,kplr005436502,Kepler-238e,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.180027898,7.278e-06,-7.278e-06,133.49863,0.00181,-0.00181,2454966.499,0.00181,-0.00181,0.0,,,,,,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,,,,120.3,2.7,-2.7,0.009989,0.000254,-0.000184,0.5756,0.0651,-0.14595,LS+MCMC,1.53,0.07,-0.05,0.0439,,,88.34,,,1458.0,,,1066.86,149.88,-119.09,6.751,0.764,-0.764,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,5.307951,34.970474,50.4,4,323.0,2.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.2045,Mandel and Agol (2002 ApJ 580 171),,,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,010/010875/010875245/dv/kplr010875245-002-20160209194854_dvs.pdf,5847.0,64.0,-75.0,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,,,,q1_q17_dr25_stellar,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.307,19.8018763,5.9e-06,48.208621,6.2e-05,-0.25,0.21,0.04,0.22,1.1e-05,2.5e-05,2e-05,2.7e-05,0.12,0.25,-0.34,0.26,0.36,0.26,-0.02,0.25,-0.22,0.25,0.22,0.25,kplr010875245,Kepler-107b,20,"(93, 112)","(0.008928571428571428, 0.010752688172043012)"
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.526294577,1.783e-06,-1.783e-06,176.522462,0.000136,-0.000136,2455009.522,0.000136,-0.000136,0.0,,,,,,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,,,,9768.0,26.4,-26.4,0.095143,0.000586,-0.00148,3.85261,0.52975,-0.41055,LS+MCMC,8.24,1.48,-0.8,0.088,,,88.69,,,713.0,,,61.16,34.56,-16.93,28.26,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,q1_q17_dr25_koi,58.01924,488.70584,482.3,1,129.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.742,Mandel and Agol (2002 ApJ 580 171),,,006/006291/006291653/dv/kplr006291653-20160209194854_dvr.pdf,006/006291/006291653/dv/kplr006291653-001-20160209194854_dvs.pdf,5386.0,159.0,-159.0,4.553,0.056,-0.104,-0.2,0.3,-0.3,0.793,0.143,-0.077,0.82,0.096,-0.078,,,,q1_q17_dr25_stellar,293.87811,41.66177,15.305,15.956,15.263,15.026,14.903,13.968,13.532,13.492,0.0,19.59187627,7.2e-07,41.661736,8.6e-06,0.091,0.029,-0.122,0.031,-5e-05,0.00068,0.00075,0.00089,-0.012,0.067,-0.03,0.068,0.033,0.068,0.053,0.069,-0.17,0.068,0.178,0.068,kplr006291653,Kepler-702b,8,"(10, 12)","(0.08333333333333333, 0.1)"
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.583520948,4.18e-06,-4.18e-06,169.973972,0.000733,-0.000733,2455002.974,0.000733,-0.000733,0.0,,,,,,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,,,,3812.1,44.5,-44.5,0.056287,0.001029,-0.000406,2.30111,0.04666,-0.51606,LS+MCMC,5.39,1.6,-0.53,0.0535,,,89.81,,,1038.0,,,274.98,239.18,-77.52,13.672,0.277,-0.277,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,18.698158,212.06973,99.5,1,297.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.072,Mandel and Agol (2002 ApJ 580 171),,,006/006392/006392727/dv/kplr006392727-20160209194854_dvr.pdf,006/006392/006392727/dv/kplr006392727-001-20160209194854_dvs.pdf,5815.0,157.0,-175.0,4.54,0.038,-0.212,-0.12,0.3,-0.3,0.877,0.26,-0.087,0.973,0.105,-0.126,,,,q1_q17_dr25_stellar,299.18686,41.74268,15.287,15.847,15.235,15.047,14.929,13.981,13.644,13.62,0.012,19.9457993,1.6e-06,41.742703,1.7e-05,0.321,0.066,0.081,0.061,-0.00039,0.00033,-0.00028,0.00036,-0.03,0.069,-0.024,0.07,0.039,0.071,-0.072,0.074,-0.035,0.072,0.08,0.075,kplr006392727,Kepler-703b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.20396958,1.488e-05,-1.488e-05,169.69138,0.00143,-0.00143,2455002.691,0.00143,-0.00143,0.0,,,,,,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,,,,1024.4,21.2,-21.2,0.033372,0.002616,-0.004385,0.65082,2.14828,-0.05356,LS+MCMC,3.01,0.24,-0.3,0.0735,,,86.43,,,742.0,,,71.5,22.24,-20.23,13.23,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,7.181467,44.777393,54.4,2,162.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5107,Mandel and Agol (2002 ApJ 580 171),,,006/006428/006428700/dv/kplr006428700-20160209194854_dvr.pdf,006/006428/006428700/dv/kplr006428700-001-20160209194854_dvs.pdf,5015.0,149.0,-149.0,4.499,0.09,-0.06,0.1,0.25,-0.3,0.826,0.066,-0.083,0.785,0.078,-0.056,,,,q1_q17_dr25_stellar,286.5657,41.808399,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,0.009,19.1043801,6.1e-06,41.808502,6.6e-05,0.0,0.25,0.37,0.24,2e-05,0.00025,-0.0004,0.00025,-0.085,0.09,0.13,0.11,0.15,0.11,-0.12,0.093,0.19,0.11,0.22,0.11,kplr006428700,Kepler-242b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.71809866,2.324e-05,-2.324e-05,175.35526,0.00152,-0.00152,2455008.355,0.00152,-0.00152,0.0,,,,,,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,,,,1149.4,24.5,-24.5,0.030871,0.000231,-0.001427,2.98907,1.29799,-0.15507,LS+MCMC,2.31,0.17,-0.22,0.0934,,,89.17,,,562.0,,,23.6,6.56,-6.6,29.5,12.8,-12.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1196,0.6106,q1_q17_dr25_koi,7.304412,42.002544,52.7,2,107.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8866,Mandel and Agol (2002 ApJ 580 171),,,005/005794/005794379/dv/kplr005794379-20160209194854_dvr.pdf,005/005794/005794379/dv/kplr005794379-001-20160209194854_dvs.pdf,4702.0,128.0,-142.0,4.592,0.058,-0.027,-0.22,0.3,-0.3,0.686,0.049,-0.067,0.67,0.081,-0.05,,,,q1_q17_dr25_stellar,292.91312,41.060921,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,0.832,19.5275413,8e-06,41.060999,8.7e-05,0.0,0.32,0.29,0.31,-0.00013,0.00037,-7e-05,0.00037,0.02,0.13,-0.16,0.12,0.16,0.12,-0.02,0.12,-0.02,0.11,0.03,0.12,kplr005794379,Kepler-241b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.06588163,8.305e-05,-8.305e-05,198.58423,0.00172,-0.00172,2455031.584,0.00172,-0.00172,0.0,,,,,,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,,,,1563.8,32.1,-32.1,0.035281,0.000778,-0.000796,3.78452,0.5797,-0.73166,LS+MCMC,2.64,0.19,-0.26,0.1871,,,89.77,,,397.0,,,5.88,1.64,-1.64,63.84,9.8,-9.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1196,0.6106,q1_q17_dr25_koi,10.347036,39.547905,51.7,2,38.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3424,Mandel and Agol (2002 ApJ 580 171),,,005/005794/005794379/dv/kplr005794379-20160209194854_dvr.pdf,005/005794/005794379/dv/kplr005794379-002-20160209194854_dvs.pdf,4702.0,128.0,-142.0,4.592,0.058,-0.027,-0.22,0.3,-0.3,0.686,0.049,-0.067,0.67,0.081,-0.05,,,,q1_q17_dr25_stellar,292.91312,41.060921,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,0.622,19.5275417,7.8e-06,41.060949,8.4e-05,0.02,0.32,0.1,0.3,-0.0002,0.00053,0.0002,0.00053,-0.05,0.13,-0.08,0.12,0.09,0.14,-0.1,0.11,0.08,0.12,0.13,0.11,kplr005794379,Kepler-241c,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.190425659,1.611e-06,-1.611e-06,171.44122,0.000306,-0.000306,2455004.441,0.000306,-0.000306,0.0,,,,,,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,,,,2877.4,14.1,-14.1,0.050076,0.00173,-0.000957,1.28404,0.39973,-0.38192,LS+MCMC,6.21,2.05,-0.82,0.0535,,,87.52,,,1234.0,,,547.9,549.04,-194.78,10.6,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,q1_q17_dr25_koi,21.389048,245.59174,240.6,1,318.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2448,Mandel and Agol (2002 ApJ 580 171),,,005/005881/005881688/dv/kplr005881688-20160209194854_dvr.pdf,005/005881/005881688/dv/kplr005881688-001-20160209194854_dvs.pdf,6073.0,190.0,-232.0,4.392,0.072,-0.217,0.2,0.2,-0.3,1.135,0.375,-0.15,1.163,0.151,-0.151,,,,q1_q17_dr25_stellar,293.49661,41.137589,15.27,15.8,15.211,15.043,14.951,14.069,13.77,13.624,0.0,19.5664385,1.5e-06,41.13764,1.7e-05,-0.114,0.06,0.178,0.06,0.00026,0.0002,0.0017,0.00022,-0.033,0.069,-0.038,0.073,0.05,0.072,-0.091,0.07,0.163,0.074,0.186,0.074,kplr005881688,Kepler-696b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.709870784,3.043e-06,-3.043e-06,171.987982,0.000638,-0.000638,2455004.988,0.000638,-0.000638,0.0,,,,,,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,,,,2020.3,20.1,-20.1,0.040686,0.000711,-0.000254,1.22579,0.002,-0.30307,LS+MCMC,4.35,0.64,-0.28,0.0471,,,89.86,,,1151.0,,,415.1,163.27,-72.1,9.6255,0.0157,-0.0157,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,9.246548,88.43494,116.1,1,279.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.1785,Mandel and Agol (2002 ApJ 580 171),,,006/006022/006022556/dv/kplr006022556-20160209194854_dvr.pdf,006/006022/006022556/dv/kplr006022556-001-20160209194854_dvs.pdf,5727.0,77.0,-85.0,4.463,0.04,-0.12,0.14,0.15,-0.15,0.978,0.146,-0.062,1.013,0.056,-0.062,,,,q1_q17_dr25_stellar,283.86441,41.346458,15.581,16.157,15.52,15.334,15.255,14.306,13.934,13.785,0.416,18.9242944,3.7e-06,41.346407,4e-05,0.04,0.15,-0.19,0.14,-0.00025,0.0003,8e-05,0.00031,0.019,0.076,0.05,0.074,0.054,0.074,-0.03,0.076,-0.136,0.074,0.139,0.074,kplr006022556,Kepler-697b,12,"(22, 26)","(0.038461538461538464, 0.045454545454545456)"
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.3297527,3.611e-05,-3.611e-05,177.29506,0.00181,-0.00181,2455010.295,0.00181,-0.00181,0.0,,,,,,0.791,0.091,-0.541,6.271,0.112,-0.112,,,,1187.5,18.1,-18.1,0.034822,0.002061,-0.003053,0.16717,0.40088,-0.0896,LS+MCMC,3.75,1.11,-0.47,0.1255,,,86.59,,,727.0,,,66.08,57.11,-21.98,13.31,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,10.867014,63.15734,74.6,1,85.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4521,Mandel and Agol (2002 ApJ 580 171),,,006/006032/006032497/dv/kplr006032497-20160209194854_dvr.pdf,006/006032/006032497/dv/kplr006032497-001-20160209194854_dvs.pdf,5878.0,158.0,-193.0,4.444,0.084,-0.196,-0.06,0.3,-0.3,0.987,0.291,-0.125,0.989,0.127,-0.115,,,,q1_q17_dr25_stellar,288.51001,41.301769,15.447,15.988,15.407,15.215,15.143,14.255,13.87,13.799,0.0,19.2340093,5.2e-06,41.301751,4.7e-05,0.38,0.21,-0.07,0.17,0.00097,0.00025,0.00019,0.00021,-0.005,0.087,-0.118,0.094,0.118,0.094,0.164,0.1,-0.138,0.09,0.214,0.096,kplr006032497,Kepler-698b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,27.807566216,4.747e-06,-4.747e-06,186.713552,0.000134,-0.000134,2455019.714,0.000134,-0.000134,0.0,,,,,,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,,,,25391.0,47.3,-47.3,0.161479,0.000274,-0.000299,1.98053,0.02414,-0.02349,LS+MCMC,13.84,3.63,-1.21,0.1711,,,88.96,,,554.0,,,22.24,17.69,-5.87,43.26,0.527,-0.527,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,q1_q17_dr25_koi,184.1626,739.8864,748.1,1,50.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7873,Mandel and Agol (2002 ApJ 580 171),,,006/006061/006061119/dv/kplr006061119-20160209194854_dvr.pdf,006/006061/006061119/dv/kplr006061119-001-20160209194854_dvs.pdf,5862.0,177.0,-177.0,4.584,0.044,-0.176,-0.52,0.3,-0.3,0.785,0.206,-0.069,0.865,0.088,-0.096,,,,q1_q17_dr25_stellar,296.88821,41.396091,15.482,16.014,15.449,15.254,15.124,14.236,13.744,13.672,0.0,19.79254186,4.8e-07,41.3960981,5.4e-06,-0.196,0.019,0.029,0.02,-0.0004,0.0034,-0.0023,0.0045,0.001,0.068,0.011,0.067,0.011,0.067,-0.012,0.069,0.022,0.067,0.025,0.068,kplr006061119,Kepler-699b,5,"(6, 7)","(0.14285714285714285, 0.16666666666666666)"
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.942,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,80.8723469,0.0001468,-0.0001468,203.895,0.00131,-0.00131,2455036.895,0.00131,-0.00131,0.0,,,,,,0.527,0.08,-0.309,11.195,0.13,-0.13,,,,3604.6,25.9,-25.9,0.056129,0.002618,-0.00156,0.37264,0.21395,-0.00475,LS+MCMC,7.59,1.24,-1.52,0.3577,,,89.4,,,452.0,,,9.88,4.3,-3.87,50.5,14.5,-14.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,39.125496,129.28693,160.9,1,17.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4468,Mandel and Agol (2002 ApJ 580 171),,,006/006191/006191521/dv/kplr006191521-20160209194854_dvr.pdf,006/006191/006191521/dv/kplr006191521-001-20160209194854_dvs.pdf,5510.0,82.0,-71.0,4.222,0.195,-0.105,0.16,0.15,-0.1,1.238,0.202,-0.247,0.932,0.066,-0.044,,,,q1_q17_dr25_stellar,287.1543,41.565788,15.201,15.739,15.166,14.97,14.863,13.935,13.585,13.569,0.403,19.1436181,2.1e-06,41.565793,2.6e-05,-0.076,0.085,0.009,0.094,-0.00023,0.0004,0.00016,0.00048,-0.044,0.074,-0.042,0.085,0.061,0.083,-0.218,0.079,-0.027,0.077,0.219,0.079,kplr006191521,Kepler-700b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.912,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,24.99324319,6.127e-05,-6.127e-05,138.68167,0.00197,-0.00197,2454971.682,0.00197,-0.00197,0.0,,,,,,0.686,0.015,-0.505,5.9409,0.0669,-0.0669,,,,269.6,4.9,-4.9,0.015956,0.001773,-0.000951,0.42385,0.51873,-0.06335,LS+MCMC,2.29,0.12,-0.08,0.1651,,,88.37,,,712.0,,,60.88,10.13,-7.34,24.1,9.8,-9.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2678,0.3958,q1_q17_dr25_koi,10.750713,48.44607,62.0,1,53.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2311,Mandel and Agol (2002 ApJ 580 171),,,003/003531/003531558/dv/kplr003531558-20160209194854_dvr.pdf,003/003531/003531558/dv/kplr003531558-001-20160209194854_dvs.pdf,5718.0,85.0,-77.0,4.181,0.018,-0.016,0.0,0.15,-0.15,1.317,0.064,-0.048,0.961,0.082,-0.055,,,,q1_q17_dr25_stellar,287.36279,38.649601,12.377,12.801,12.337,12.195,12.134,11.274,10.961,10.897,0.001,19.1575299,5.6e-06,38.649549,7.9e-05,0.42,0.24,-0.18,0.28,-4.7e-05,6.2e-05,0.000151,7.5e-05,-0.14,0.16,0.44,0.23,0.46,0.21,0.13,0.18,0.8,0.23,0.81,0.23,kplr003531558,Kepler-467b,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.08518937,3.022e-05,-3.022e-05,180.28319,0.00145,-0.00145,2455013.283,0.00145,-0.00145,0.0,,,,,,0.867,0.011,-0.613,3.984,0.0875,-0.0875,,,,1442.4,26.7,-26.7,0.040767,0.000692,-0.005599,0.41177,2.08519,-0.04524,LS+MCMC,3.68,0.54,-0.36,0.1173,,,87.21,,,613.0,,,33.43,16.76,-9.37,17.79,8.2,-8.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,11.495781,56.866776,62.6,1,82.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0625,Mandel and Agol (2002 ApJ 580 171),,,006/006863/006863998/dv/kplr006863998-20160209194854_dvr.pdf,006/006863/006863998/dv/kplr006863998-001-20160209194854_dvs.pdf,5239.0,174.0,-158.0,4.523,0.06,-0.09,0.0,0.25,-0.3,0.826,0.122,-0.081,0.83,0.085,-0.07,,,,q1_q17_dr25_stellar,292.10519,42.380322,15.219,15.918,15.15,14.919,14.803,13.753,13.284,13.145,0.348,19.4736764,4.6e-06,42.380365,4.4e-05,-0.14,0.18,0.16,0.16,0.00022,0.00029,-0.00012,0.00027,-0.01,0.1,0.064,0.088,0.064,0.088,0.05,0.1,0.031,0.097,0.06,0.1,kplr006863998,Kepler-709b,12,"(22, 26)","(0.038461538461538464, 0.045454545454545456)"
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.49018305,1.181e-05,-1.181e-05,174.95037,0.00124,-0.00124,2455007.95,0.00124,-0.00124,0.0,,,,,,0.02,0.404,-0.02,2.7297,0.0424,-0.0424,,,,1123.6,22.7,-22.7,0.029843,0.001013,-0.000412,3.3941,0.20437,-0.91676,LS+MCMC,2.56,0.17,-0.12,0.0703,,,89.95,,,753.0,,,76.06,17.21,-12.63,21.59,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,8.483169,43.14732,53.0,4,178.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8739,Mandel and Agol (2002 ApJ 580 171),,,006/006948/006948054/dv/kplr006948054-20160209194854_dvr.pdf,006/006948/006948054/dv/kplr006948054-001-20160209194854_dvs.pdf,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,,,,q1_q17_dr25_stellar,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639,0.139,19.4425998,6.3e-06,42.43633,6.5e-05,0.07,0.25,0.04,0.24,-8e-05,0.00028,0.00026,0.00027,0.05,0.14,-0.113,0.097,0.13,0.11,0.08,0.14,0.01,0.1,0.08,0.15,kplr006948054,Kepler-245b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
